Gender,Partner,Dependents,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Churn
Male,No,No,0,53,99.47,5131.071428605088,0
Female,Yes,Yes,0,14,68.54,1035.5950142576542,0
Male,Yes,No,0,42,70.54,2960.50480782097,0
Male,No,No,0,28,90.96,1972.7333816483604,1
Male,No,No,0,39,83.02,4088.2271296719528,1
Female,No,No,0,41,29.71,457.3441132539996,0
Female,No,No,0,71,60.19,4388.79526016736,0
Male,No,No,0,59,18.0,946.2030827906781,0
Female,No,No,1,19,51.09,732.9799962972656,1
Female,No,No,0,32,46.2,1529.9640191139001,1
Male,No,No,0,8,70.35,294.08861903507585,0
Male,No,Yes,0,31,83.83,2687.07269014631,0
Female,Yes,No,0,10,81.45,0.0,0
Male,No,No,1,14,18.0,375.3083320463612,0
Male,Yes,No,0,27,37.62,684.3844288727887,1
Female,No,Yes,0,18,88.47,1366.588138493899,1
Female,Yes,No,0,47,35.32,974.0090260282345,0
Male,No,No,0,52,95.1,5480.267882570146,0
Female,Yes,Yes,1,24,62.31,1846.9900110986919,1
Male,No,No,0,60,75.45,4019.588727532912,0
Male,Yes,Yes,1,32,56.38,2060.4406335378026,1
Female,Yes,No,0,57,80.18,4575.545497852048,0
Male,No,No,0,10,82.02,1381.8250531989897,1
Male,Yes,Yes,1,42,39.69,2136.1419958156434,1
Male,Yes,No,0,7,100.11,659.4998035850357,0
Female,No,No,0,32,55.42,2247.9328329073214,0
Female,No,No,0,64,77.74,5333.008313209238,1
Female,Yes,Yes,0,23,85.52,1945.976099263288,1
Male,Yes,No,0,41,61.18,2279.681589886468,0
Male,No,No,0,68,75.31,5409.716357361838,0
Female,Yes,No,0,50,51.1,2560.0636385218077,0
Female,Yes,No,0,59,95.7,6380.233066448185,0
Female,No,No,0,33,60.8,2796.199704795881,0
Male,Yes,No,1,19,22.89,71.38679891891559,1
Female,No,No,0,60,100.88,6095.59762858175,0
Male,No,Yes,0,30,120.0,3872.251342864629,1
Female,No,No,0,32,58.87,1972.6781963417664,0
Male,No,No,0,4,54.56,469.75516992231223,0
Male,No,No,1,68,30.23,2327.686146953338,0
Female,No,No,0,63,53.36,2757.57895851532,0
Male,No,Yes,1,71,108.07,8000.0,1
Female,Yes,No,0,11,36.72,234.3469588812349,0
Male,Yes,No,0,62,87.92,4795.677794975667,0
Male,No,No,0,50,68.84,3160.9115075238024,0
Female,Yes,No,1,59,90.2,5695.791679662466,0
Male,Yes,Yes,0,24,86.03,1752.3677321273024,0
Female,No,No,0,63,69.89,4469.376528747753,1
Female,No,No,0,3,120.0,349.20281913272237,1
Female,Yes,Yes,0,55,79.38,4642.031914471265,0
Male,Yes,No,0,6,41.29,104.51107123265334,0
Male,Yes,No,0,31,74.73,2903.1388943030133,0
Male,No,Yes,0,69,83.21,6656.0644861902865,0
Female,No,Yes,1,37,102.66,3688.1519661554353,0
Female,Yes,No,0,49,98.65,5649.2689425230365,0
Male,No,Yes,0,8,112.46,801.2232906906411,0
Male,Yes,No,1,49,93.31,5338.4108499164395,1
Female,No,Yes,1,46,74.0,3659.056698504252,0
Male,Yes,No,0,6,48.36,0.0,1
Female,No,No,0,17,60.55,718.4907784638083,0
Male,Yes,No,0,1,79.26,79.26,0
Female,Yes,Yes,0,50,32.95,1366.1885966456925,0
Male,Yes,Yes,0,19,64.9,595.2801839290981,1
Male,Yes,No,0,21,102.44,1851.476734327946,1
Female,No,Yes,0,10,49.37,163.94601831693416,0
Female,No,No,0,31,79.11,2085.110311408663,1
Female,No,Yes,1,30,73.17,1507.36714704013,0
Male,Yes,Yes,0,51,51.01,3080.1563141910137,1
Female,Yes,No,0,3,50.44,411.53634004208527,0
Female,Yes,No,0,57,85.25,4550.1812696305815,0
Male,Yes,Yes,0,51,84.97,4508.43155890004,0
Female,Yes,No,0,19,72.83,1308.9284828023885,1
Female,No,No,0,21,107.85,2209.0807170775533,0
Female,Yes,No,0,3,58.8,0.0,1
Male,No,Yes,0,61,63.2,3222.096139786404,1
Male,No,No,0,23,57.24,1742.6008259253576,0
Male,Yes,Yes,0,25,86.43,807.2331356973123,0
Female,No,No,1,28,84.73,2072.2255335771897,0
Male,Yes,No,0,1,18.0,18.0,0
Female,Yes,No,0,14,69.74,1497.7718953517074,0
Female,Yes,Yes,0,13,68.33,1486.41986904855,1
Female,No,No,0,15,62.51,221.77285897945376,1
Male,Yes,No,0,26,103.12,2309.331320026387,0
Male,No,No,0,55,52.67,2366.2853333431085,1
Female,Yes,No,0,28,64.31,2089.505212618552,0
Female,Yes,Yes,0,4,66.98,519.9972283412584,0
Male,Yes,No,0,56,70.48,3781.651536796546,0
Male,No,Yes,0,38,49.43,1361.304844702231,0
Male,No,No,0,22,85.72,2315.3484192335345,1
Female,No,No,0,46,18.0,0.0,0
Male,Yes,No,1,27,43.37,1714.374808632888,1
Male,Yes,No,0,25,43.84,627.8622764926567,0
Male,No,Yes,0,38,94.78,3438.799944106706,0
Female,Yes,No,0,17,78.8,2282.8254081772784,0
Male,Yes,No,0,60,84.62,5326.469513651381,1
Female,Yes,No,0,37,72.37,2337.050350049042,0
Female,No,No,0,13,90.85,1080.7410862946901,0
Female,No,No,0,27,67.87,1750.3334889219134,1
Male,Yes,No,0,34,79.84,2314.0069242495974,1
Male,No,No,0,18,49.88,889.9712287002392,0
Male,No,No,0,25,85.27,1765.910018825983,0
Female,Yes,No,1,29,74.58,1650.996122946781,1
Male,Yes,No,1,7,74.16,202.93494298742058,1
Female,No,No,0,22,68.29,1385.5769853784545,0
Male,No,No,0,50,94.11,4268.358563003069,0
Male,Yes,No,0,30,64.49,2621.1237402391002,0
Male,No,No,0,23,61.23,1249.4481444556932,1
Male,No,Yes,0,69,18.0,928.4822058932124,1
Female,No,Yes,1,38,56.56,1748.3171768229063,0
Female,Yes,Yes,0,72,30.53,1747.223978582207,0
Female,Yes,No,0,68,41.3,3405.6592481209213,0
Female,No,No,1,62,81.7,5637.297390505846,0
Male,No,No,0,27,32.71,628.7921060488973,0
Female,Yes,No,0,58,53.73,3293.8529166991602,0
Female,No,Yes,0,48,63.72,3875.119739434025,0
Female,No,No,0,51,85.26,4712.480512241244,0
Male,No,Yes,0,20,83.2,2044.3099425346338,0
Female,Yes,Yes,0,37,39.33,1860.7128025561992,0
Female,No,Yes,0,23,48.27,1737.8929180665828,1
Male,Yes,No,0,50,76.44,3654.2321862196386,0
Male,Yes,No,1,23,58.87,589.1313234112822,1
Female,Yes,No,0,7,54.13,1011.4610372668842,1
Female,Yes,No,0,32,75.93,2565.907618068779,0
Male,Yes,Yes,0,62,62.12,3914.8669398022885,0
Female,Yes,Yes,0,40,57.23,2750.5376855420786,1
Male,No,No,0,48,28.79,889.7654834875977,1
Female,No,Yes,1,46,35.22,2518.669652340741,0
Female,No,No,0,43,74.18,3319.59749966184,0
Female,No,Yes,0,16,29.67,611.853719037782,0
Female,No,Yes,0,49,34.46,2398.2080169997002,0
Female,Yes,Yes,0,26,46.26,881.46093509618,0
Male,No,Yes,0,60,59.37,3629.972867065851,0
Male,Yes,No,0,30,92.65,2252.422748656201,0
Female,Yes,Yes,0,34,67.57,1678.562836536963,0
Female,Yes,No,0,53,91.6,5080.143083461048,1
Female,No,Yes,0,61,61.18,3552.7965392782776,0
Male,Yes,No,0,16,116.93,2439.9798114359182,0
Male,No,No,0,40,18.0,1047.9084246006041,0
Male,No,Yes,0,1,80.29,80.29,1
Male,Yes,Yes,1,63,87.25,4592.012537932113,0
Male,Yes,No,0,68,73.28,6477.562078282001,0
Male,No,No,0,52,48.99,3240.264768624782,0
Male,Yes,No,0,42,64.0,2057.2120804541205,1
Male,No,No,0,14,25.92,60.44665405659185,0
Female,No,No,0,3,59.71,0.0,0
Male,Yes,No,1,30,58.09,1610.5982352198114,0
Male,Yes,Yes,1,3,51.3,0.0,0
Male,No,No,0,48,68.52,2489.7582940494685,0
Male,No,Yes,0,45,47.52,1823.7294342928224,0
Female,Yes,Yes,1,57,86.98,5064.038009625508,1
Male,Yes,Yes,0,24,59.7,885.2237520972697,0
Female,No,Yes,1,66,96.66,6798.624632086548,0
Female,Yes,No,0,17,102.56,1001.5260974667691,0
Female,No,No,0,21,48.71,261.11733928415106,0
Male,No,Yes,0,30,44.01,836.6875812194664,1
Male,No,Yes,0,17,55.22,867.614191873881,0
Male,Yes,Yes,0,63,72.8,5346.636398720238,0
Female,No,No,0,47,42.55,1950.1460536861623,0
Female,Yes,No,0,6,80.85,579.6346166146976,0
Female,Yes,No,1,47,47.89,2103.9669166705985,0
Female,No,No,0,4,81.95,444.8884393447658,0
Male,No,No,0,9,105.71,1939.4872955068363,0
Male,No,Yes,0,52,77.17,4395.569723016591,0
Male,No,No,0,58,109.4,5555.954581241981,0
Female,Yes,No,0,37,62.9,2533.0642498507614,0
Female,Yes,No,0,45,47.21,1741.6039183153507,1
Male,Yes,No,0,32,93.73,3319.4599349710084,0
Male,Yes,No,0,8,82.13,1308.0418507638951,1
Female,No,No,1,54,77.84,3705.4989409724653,0
Male,No,No,1,28,67.03,1330.5610355392205,0
Male,No,No,0,57,68.67,4391.724249871575,0
Female,No,No,0,38,61.28,2670.0706248902466,1
Female,Yes,Yes,0,26,59.48,1371.0809461167237,0
Female,Yes,No,0,15,101.12,2421.7396148175676,0
Male,Yes,No,0,7,75.29,386.3319399745599,0
Female,Yes,Yes,0,36,109.98,4313.233515530468,0
Male,Yes,No,0,56,58.11,3315.1527824893033,0
Male,Yes,No,0,62,27.28,1255.372755221719,0
Female,No,Yes,1,45,62.56,3141.3784020209496,1
Male,Yes,Yes,0,36,120.0,4074.919091116326,0
Female,No,No,0,59,85.1,4814.29102908444,0
Female,Yes,Yes,1,11,88.75,1888.8378475604568,0
Male,Yes,No,1,14,78.17,1253.0464509825115,0
Male,Yes,No,0,60,70.77,4425.5957607855935,0
Female,Yes,No,0,72,89.62,6298.774177709108,0
Female,No,No,0,23,77.91,2082.2943378462683,0
Female,No,No,0,26,53.68,1540.774238881292,0
Female,No,Yes,0,12,77.03,1068.848301622901,0
Female,No,Yes,0,71,60.62,3321.484175315434,0
Female,No,No,0,52,97.28,5122.928768840064,0
Male,No,No,1,64,83.4,5793.791738111422,1
Male,No,No,0,63,71.46,4461.925420934241,0
Male,Yes,No,0,52,59.56,2456.1406884504468,0
Male,No,Yes,0,9,62.46,1001.6520928826073,1
Female,No,No,0,40,88.41,3411.565985606731,0
Male,No,No,1,50,97.38,5247.503641107148,0
Male,No,Yes,0,33,75.07,1599.421245863321,0
Female,Yes,No,0,9,22.03,413.76010966622005,0
Male,No,No,0,46,58.05,3958.266134736574,0
Female,No,No,0,23,69.48,2059.3980200045776,0
Female,No,No,1,41,69.51,1932.8022708597869,0
Female,No,No,0,30,71.27,2210.964217204682,0
Female,Yes,No,1,32,69.26,2144.2045170868078,1
Female,Yes,No,0,39,55.62,1453.9374571295102,0
Male,No,No,0,15,49.48,215.92321536193833,1
Male,Yes,No,0,22,55.65,2127.8756846181673,0
Male,No,No,1,15,39.3,729.0107832523636,0
Female,No,No,0,28,28.69,917.2270980177701,0
Male,Yes,No,0,39,33.7,1810.3040880047547,0
Male,Yes,No,0,43,55.59,1838.0336213420856,0
Male,No,No,0,14,65.96,169.5530282857152,1
Male,Yes,No,0,56,66.29,3826.6184449615207,0
Female,Yes,Yes,0,72,57.25,4755.7090848743555,0
Male,No,Yes,1,25,84.48,1410.0891122158996,0
Female,No,No,0,24,26.33,0.0,0
Female,No,No,0,36,83.06,3010.5414545294952,1
Male,No,Yes,1,48,82.28,4885.6024335167685,0
Female,Yes,No,0,64,79.36,3310.7900731184873,0
Female,No,Yes,0,15,70.93,1443.3260490889631,0
Female,No,No,0,49,90.4,4091.5909317230344,0
Female,No,No,0,50,63.34,2941.692436383905,0
Female,Yes,No,0,5,39.93,0.0,0
Female,Yes,Yes,1,36,88.37,2893.873903577283,0
Female,No,No,0,25,49.18,582.3787976455463,0
Male,Yes,Yes,0,26,26.46,494.84195365174105,0
Male,Yes,No,0,71,48.46,4351.7762749296,0
Female,No,No,1,12,75.56,1092.1051794549717,1
Female,Yes,Yes,1,54,106.42,5631.938929420753,0
Male,Yes,No,0,19,64.52,1167.6248631100714,0
Male,Yes,No,0,59,96.2,5615.668649100034,1
Male,No,Yes,0,15,66.56,480.4270695478591,0
Male,No,No,0,8,91.95,1034.7454554759083,0
Female,No,No,0,50,72.15,2602.556156081113,0
Female,No,Yes,0,42,62.35,2759.396170912083,0
Male,No,No,0,61,86.03,5598.904707731701,0
Male,No,No,1,3,65.26,146.34907363083573,0
Male,Yes,No,0,51,94.05,4910.99043551352,1
Male,Yes,No,1,34,54.61,2240.1857681714073,0
Female,Yes,No,0,21,55.8,653.6804067043253,0
Male,Yes,No,0,20,46.0,1688.5067933870587,0
Male,No,Yes,0,50,60.56,2303.6336897020547,0
Male,Yes,No,0,71,46.98,3167.974612331229,1
Female,No,No,0,19,87.57,1228.9198068624491,0
Female,Yes,No,0,41,66.61,2378.4751727226007,0
Female,Yes,No,0,51,69.5,4015.497518455705,0
Male,Yes,No,0,63,48.69,3086.5085663026694,0
Male,No,No,0,59,44.46,2141.7845243111797,0
Male,No,No,0,44,94.99,4037.4498837934616,0
Female,No,No,0,70,55.55,3959.807643189974,0
Female,No,No,1,55,90.02,4773.369953772973,1
Male,No,No,1,22,29.46,812.1976278788923,0
Male,Yes,Yes,0,31,35.76,809.1806851978095,0
Female,No,No,0,72,45.89,2964.2611895268087,0
Male,No,Yes,0,37,50.34,1778.496975982772,1
Male,Yes,No,0,17,95.01,1660.3440380401635,0
Male,Yes,No,1,49,89.71,4714.685642603732,0
Female,No,Yes,0,52,54.52,2810.164362718362,0
Male,Yes,No,0,67,57.03,3336.973606657754,0
Male,No,No,1,30,64.74,2200.4907483817065,1
Male,No,Yes,0,33,102.08,2785.371849430714,0
Male,Yes,No,0,18,120.0,2046.4717491269737,1
Female,Yes,Yes,0,53,77.4,4471.810999190084,0
Female,No,No,0,53,59.54,3055.1841253052035,0
Female,No,No,0,8,110.27,1571.444977331569,0
Male,No,No,0,65,120.0,7994.174064993566,0
Female,No,No,0,23,66.68,1415.8662732536764,0
Male,No,No,0,3,93.36,717.5741038147576,1
Female,Yes,No,0,32,71.29,2322.4461274619134,0
Male,No,Yes,1,59,70.77,4676.326915949308,0
Female,Yes,No,0,40,77.79,5264.345007459211,1
Female,Yes,No,0,55,46.54,2293.028214141385,0
Female,Yes,No,1,69,74.26,5254.291212101754,0
Male,Yes,No,0,30,102.18,2750.280467367593,0
Male,Yes,No,0,6,60.98,178.59866130553536,1
Male,No,No,0,35,48.33,1768.6065934845801,0
Female,Yes,Yes,0,16,78.73,1741.289068582871,0
Male,No,No,0,56,35.45,1803.5605668835228,0
Male,No,No,0,36,73.19,2624.226042798569,1
Male,Yes,Yes,0,15,75.45,799.6385943304401,0
Male,Yes,No,0,67,51.32,4261.805965053613,0
Male,Yes,No,0,59,73.59,3366.366380621239,1
Male,Yes,Yes,0,62,93.16,6278.799769398013,0
Female,Yes,Yes,0,15,63.19,1532.352100173147,0
Female,Yes,No,0,51,34.65,1943.3404192849982,0
Male,Yes,No,0,58,53.67,3353.4193585829435,0
Female,Yes,No,0,50,58.26,4015.844548811546,0
Female,Yes,Yes,0,50,99.39,4936.28716218497,0
Male,No,No,0,49,46.82,2076.8532323954396,0
Male,Yes,No,0,70,57.56,4829.126170232347,0
Female,No,No,1,13,65.85,258.56718401497267,0
Male,Yes,Yes,0,12,41.47,941.3292433939058,0
Female,Yes,No,0,17,18.0,0.0,1
Female,No,No,0,51,18.06,709.616530276485,1
Female,Yes,No,0,27,38.04,519.3599585458447,1
Male,Yes,No,0,40,77.74,2492.712592081589,1
Female,No,Yes,0,42,63.76,2230.219251878048,0
Male,Yes,No,0,14,66.31,533.6038797570427,0
Male,Yes,Yes,0,47,41.17,1681.2774116959852,0
Male,Yes,Yes,0,71,61.09,4109.334891197233,0
Male,Yes,No,0,50,49.55,2129.3616820199604,0
Male,Yes,No,0,2,47.74,552.4776301047079,1
Female,No,No,0,16,95.57,1529.8937364573683,0
Male,No,Yes,1,3,93.4,189.99048037231432,1
Male,No,No,0,50,87.88,3157.982280934033,0
Male,No,No,0,61,79.89,4875.449768939828,0
Male,No,Yes,0,67,84.48,5520.422192081958,1
Male,No,Yes,0,42,120.0,4441.923648318442,0
Female,No,Yes,0,28,69.54,1828.9109107943468,0
Male,Yes,No,0,47,77.32,3253.3982478197813,0
Male,Yes,Yes,0,35,114.26,3406.42924849428,0
Female,No,No,0,21,120.0,2846.4003677778032,0
Male,No,No,0,37,60.15,2254.183037214087,0
Female,Yes,No,0,21,120.0,1754.8050610415426,1
Female,No,No,1,58,37.92,1019.0473511605489,0
Female,No,Yes,0,16,25.6,681.8402983895526,1
Female,Yes,No,1,50,45.45,2163.810538324097,1
Male,No,No,0,6,46.8,0.0,0
Male,No,Yes,0,2,92.45,335.54753775383847,0
Female,No,No,1,19,105.75,1757.2626925105526,0
Female,Yes,No,0,40,57.73,2740.4112825500442,0
Male,Yes,No,0,8,92.86,1172.8121231853193,0
Female,Yes,No,0,20,50.92,1187.7574607346503,0
Female,Yes,No,0,20,54.9,742.4431138229252,1
Female,No,Yes,0,44,120.0,5160.49761732999,0
Male,No,Yes,0,36,113.25,3833.333645743695,1
Female,No,Yes,0,19,56.32,1088.1671473905792,0
Male,Yes,No,0,34,38.4,575.7806579951505,0
Male,Yes,Yes,0,48,102.96,5807.884842304147,0
Male,No,No,0,6,65.18,1169.4698128166347,0
Female,Yes,No,0,54,116.99,5546.946184074314,0
Female,No,Yes,1,22,62.1,1565.495358833104,0
Male,No,No,0,63,22.65,541.4200313520859,0
Male,No,Yes,0,21,51.55,1530.9053868772348,1
Male,Yes,Yes,0,36,94.2,3074.1871425739773,0
Female,No,No,0,47,92.52,4107.168953607228,0
Female,Yes,Yes,0,61,81.47,4679.0245355068355,0
Male,No,No,1,28,88.77,1755.6695476511263,0
Male,Yes,No,1,41,55.75,2531.3246885746507,1
Female,No,Yes,0,12,103.9,1084.6290379796817,0
Male,Yes,No,0,46,80.3,2351.457776645977,0
Female,Yes,No,0,30,69.26,3169.5687076876557,0
Female,Yes,Yes,0,6,52.62,357.52574484517714,0
Male,Yes,No,0,65,42.33,2845.7247064340677,0
Male,No,No,0,37,81.42,3070.7274065354577,1
Female,No,No,0,11,89.13,1432.48282473204,0
Female,No,Yes,1,45,39.1,1320.529280756123,0
Female,Yes,No,0,48,65.22,3431.11945084673,0
Female,Yes,No,0,41,88.39,3484.3294291445877,0
Female,Yes,No,1,40,47.46,2125.5666471096183,1
Male,Yes,No,0,41,66.33,3224.738294774324,0
Female,No,Yes,0,16,79.55,1935.5703777621932,0
Female,Yes,Yes,1,36,93.46,3251.95422280416,0
Female,No,No,0,37,76.16,3333.9539540860646,0
Male,No,Yes,0,67,84.16,6170.650524368966,0
Male,No,No,0,25,98.08,2061.5901265023417,0
Female,No,No,0,19,91.72,517.7723857383207,0
Female,Yes,No,1,39,71.65,2890.575734219078,0
Male,Yes,No,0,49,60.99,2798.1602683190386,0
Male,No,Yes,0,24,86.78,2065.8472288061434,0
Male,No,No,0,26,48.31,1237.7217020689243,0
Male,Yes,No,1,45,53.72,1603.4445228373897,0
Female,Yes,No,0,8,113.07,729.2471806525245,1
Male,No,No,1,25,84.37,2554.1619605995747,1
Female,Yes,No,0,35,120.0,4147.769297460515,0
Female,No,No,1,41,108.21,5235.2631860031015,0
Male,Yes,No,0,67,64.08,3827.8181241021834,0
Male,No,No,0,20,105.1,2147.7921317585474,1
Male,No,Yes,0,50,70.98,3014.230893813112,0
Male,No,No,0,2,93.57,426.6499701901012,0
Female,Yes,No,0,52,86.32,4869.996975345388,0
Female,No,Yes,0,65,76.02,5061.0619938799455,0
Female,No,No,0,19,89.09,1797.3125210510252,0
Male,No,Yes,0,42,46.35,1027.2036166977641,0
Female,Yes,No,0,10,84.32,726.1189605524089,1
Male,Yes,No,0,51,18.0,1053.995569616487,0
Female,Yes,No,1,28,87.03,2515.6855670360587,0
Male,Yes,Yes,0,63,108.27,5863.479271465563,0
Female,No,No,0,20,20.52,0.0,0
Female,No,Yes,0,20,18.0,416.22780975295836,1
Male,No,Yes,0,1,73.28,73.28,0
Female,Yes,No,0,15,94.37,1115.148832893272,0
Female,Yes,Yes,0,52,89.32,5256.403910646588,0
Male,No,No,0,11,48.46,0.0,0
Male,No,No,0,9,83.01,701.1737320675843,0
Male,No,Yes,0,39,41.96,920.9031372021823,1
Male,No,Yes,0,42,53.53,2213.7831915123643,1
Male,No,No,0,9,103.84,1134.7505027228135,1
Female,No,Yes,0,48,86.89,4508.02983727074,0
Male,No,Yes,0,54,90.6,4563.055949501792,1
Female,No,No,1,15,63.4,1146.1760264700533,0
Female,Yes,No,0,16,109.14,1718.16563404319,0
Male,No,No,0,23,81.27,618.4613839155213,1
Female,No,No,0,68,83.86,5472.8502861612305,0
Female,Yes,No,1,35,119.86,3779.2673175336736,0
Male,Yes,No,0,69,92.11,6455.933793770434,0
Female,No,No,1,24,91.28,1913.1601721038155,0
Male,No,No,0,20,60.35,1607.81891047854,0
Male,No,Yes,0,57,54.5,2740.838512697378,0
Male,Yes,No,0,26,94.15,2825.310828762534,0
Female,Yes,No,0,68,61.46,4129.110439078309,0
Female,Yes,No,0,72,60.46,4111.111780463972,1
Female,No,No,0,28,96.94,2925.408506121301,0
Female,No,Yes,0,62,76.14,5826.086776079741,0
Male,No,No,0,19,71.82,1854.5271663705716,0
Female,Yes,No,0,22,69.25,873.7144652330406,1
Male,Yes,Yes,0,18,69.24,979.3226068279599,0
Female,Yes,No,1,36,78.03,3145.8714660556493,1
Female,No,No,0,37,83.29,3682.163895667039,0
Female,Yes,No,0,41,23.28,720.8746245745313,0
Female,Yes,No,0,52,69.82,3610.983815386001,0
Female,Yes,No,0,43,43.44,1038.894080769783,1
Male,No,Yes,1,34,69.74,1881.0654120418308,0
Female,Yes,No,0,1,97.54,97.54,0
Female,Yes,No,0,19,18.0,692.4459976785056,0
Female,No,Yes,0,58,75.69,3750.397266495439,1
Female,No,No,0,14,54.52,686.7585159010372,1
Male,No,Yes,0,10,86.29,1283.129433367284,0
Female,Yes,No,0,65,24.79,1619.6110950504788,1
Male,No,Yes,0,17,117.25,1725.868718896026,0
Female,No,Yes,0,50,47.69,2142.618845518737,0
Male,No,No,1,34,68.07,2479.7401139326357,0
Male,Yes,No,0,49,21.74,614.0485696345718,0
Male,Yes,No,0,69,28.43,3107.5471958232506,0
Male,No,No,0,14,31.08,926.8071804873061,1
Male,No,No,0,37,60.81,2358.7699962996617,1
Female,No,Yes,0,70,89.89,5492.751158142955,0
Male,Yes,No,0,38,88.59,3210.3251244361627,1
Female,No,No,0,71,97.8,5543.450342614939,1
Male,Yes,Yes,0,6,80.83,194.12194522685422,0
Male,Yes,No,0,40,65.34,2571.2336587631467,1
Female,No,No,0,7,56.83,395.0792401525579,0
Male,Yes,No,0,9,79.67,1356.6296868196605,0
Male,Yes,No,0,24,54.0,1416.2527376060937,0
Male,No,Yes,0,1,100.44,100.44,0
Male,Yes,No,0,33,30.93,801.9913554621933,0
Female,No,Yes,0,13,109.02,1174.1531995021332,0
Male,No,No,0,44,109.19,5104.4629272523525,0
Male,No,No,0,49,48.78,2531.054033818578,0
Female,No,No,1,54,98.85,5225.025314568653,0
Female,No,No,0,49,68.39,2727.4138922391367,0
Male,Yes,No,0,71,74.04,4914.301094529138,0
Male,No,Yes,0,22,85.26,2618.9613281597494,0
Female,No,No,0,16,75.82,885.0197646234612,0
Male,Yes,Yes,0,68,51.95,3444.6716032416534,0
Female,No,No,0,32,77.24,2519.7488443254656,0
Male,Yes,No,0,49,76.65,4258.352036219615,0
Female,Yes,No,0,54,118.84,6380.371022776805,0
Female,Yes,No,0,2,58.27,18.43226453269095,0
Female,Yes,No,0,14,62.6,953.5672780206382,1
Male,No,No,0,43,59.08,3140.4323942261362,0
Male,No,No,0,1,77.54,77.54,0
Male,No,No,0,27,66.77,2310.5023442820643,1
Male,No,No,0,22,67.51,1314.0309431508967,0
Female,No,No,0,42,21.22,1569.8131763887059,0
Female,No,Yes,1,18,82.88,1552.3471143486458,0
Female,No,Yes,0,31,90.62,2448.028858624812,0
Male,Yes,No,0,18,50.01,789.6904615853817,0
Male,Yes,Yes,0,45,59.2,2235.4450116436624,1
Male,No,No,1,60,77.92,4734.7343309703165,1
Female,No,No,1,23,96.78,2964.7337658155684,1
Male,No,No,0,37,118.13,4290.743001135932,1
Male,No,Yes,0,32,101.52,3119.699199159185,0
Female,No,No,0,66,67.3,4048.901233480413,0
Female,No,No,0,40,65.65,2496.2370546102998,1
Male,No,No,0,53,34.02,1620.1445734687882,0
Female,Yes,No,0,36,70.94,2609.5923563668885,0
Male,Yes,Yes,0,55,77.51,4206.254989366245,0
Female,No,No,0,11,82.99,389.8699285322233,1
Female,Yes,Yes,0,25,59.81,1626.0091870161664,0
Female,Yes,No,0,71,56.25,3838.5503981309066,0
Male,No,No,0,11,93.63,1148.8848706471272,0
Male,Yes,No,0,10,69.28,215.6101672879223,0
Male,No,Yes,0,50,72.81,4178.996695217334,0
Female,No,No,0,4,91.63,864.337833196081,1
Female,No,No,0,12,45.2,871.4115013694643,0
Female,No,No,0,3,65.44,226.79034843304373,0
Female,No,No,1,19,43.89,617.8511926523167,1
Male,Yes,No,0,5,57.01,0.0,0
Male,Yes,No,0,12,73.39,1444.1036393605395,1
Male,No,Yes,0,54,66.44,4191.494339245632,0
Female,No,No,0,57,43.74,2343.216782664238,0
Female,Yes,Yes,0,17,70.69,1352.4225219657737,0
Male,No,Yes,1,4,105.25,244.6104792622382,1
Female,No,No,0,64,46.71,2825.745556460085,1
Male,Yes,No,0,2,49.68,0.0,0
Female,No,No,0,12,66.63,861.9857273048922,1
Female,Yes,No,0,18,77.57,1298.5452791745847,0
Male,Yes,No,0,34,49.11,1500.4103999952874,0
Male,No,No,0,20,46.11,669.6792774939261,0
Female,No,Yes,0,66,71.37,4356.003382441057,0
Male,Yes,No,0,69,80.99,5556.619425186597,0
Male,No,No,0,35,86.57,2363.2360534227437,1
Female,Yes,No,0,54,77.59,4313.132700910632,0
Female,Yes,No,1,65,56.91,4589.793688746155,1
Female,Yes,No,0,43,92.49,3155.506903108646,0
Male,Yes,No,1,30,54.09,1818.7644863546686,0
Female,Yes,No,0,70,37.36,3039.3893654993053,0
Female,No,Yes,0,47,18.0,71.33342815909748,0
Female,Yes,No,0,21,64.25,1359.2835085649979,1
Female,Yes,No,0,16,95.84,1935.217901242564,1
Female,No,No,0,68,62.56,3164.704123569885,0
Male,Yes,Yes,0,35,77.04,3140.6765830207332,0
Female,No,No,1,47,75.43,2601.40442338879,0
Female,Yes,No,0,57,67.38,3950.0560792471865,0
Male,Yes,Yes,0,34,69.04,2448.4211664548316,1
Female,No,No,1,63,72.92,4712.568837317608,0
Female,Yes,Yes,0,12,24.59,624.7713167934046,0
Male,Yes,No,0,8,45.63,0.0,0
Female,Yes,No,0,40,100.93,4122.001123930902,0
Male,Yes,No,1,29,73.61,2252.1714179229075,1
Female,No,Yes,1,46,51.54,2128.597798398985,0
Male,Yes,No,1,66,61.98,3875.5686384359346,0
Male,No,Yes,0,72,62.0,4234.860561569483,0
Female,No,Yes,0,55,68.01,3915.9842603582333,0
Male,Yes,No,1,34,120.0,4301.675205151281,0
Male,No,No,1,1,50.49,50.49,1
Female,No,No,0,40,38.23,2027.4477820184275,1
Female,No,No,0,54,69.36,3663.9260930045675,0
Male,Yes,No,0,3,37.19,409.6941541687255,0
Female,No,Yes,1,19,109.75,1276.9320979468655,1
Male,Yes,Yes,0,13,73.22,1132.0729378091175,1
